class,lesson,section,word_en,word_vn,word_pt,image_name,image_url
1,17,all,imagine,,,C1L17-imagine.jpg,class1/images/C1L17-imagine.jpg
1,17,all,encourage,,,C1L17-encourage.jpg,class1/images/C1L17-encourage.jpg
1,17,all,attract,,,C1L17-attract.jpg,class1/images/C1L17-attract.jpg
1,17,all,deserve,,,C1L17-deserve.jpg,class1/images/C1L17-deserve.jpg
1,17,all,develop,,,C1L17-develop.jpg,class1/images/C1L17-develop.jpg
1,17,all,improve,,,C1L17-improve.jpg,class1/images/C1L17-improve.jpg
1,17,all,allow,,,C1L17-allow.jpg,class1/images/C1L17-allow.jpg
1,17,all,prepare,,,C1L17-prepare.jpg,class1/images/C1L17-prepare.jpg
1,17,all,realize,,,C1L17-realize.jpg,class1/images/C1L17-realize.jpg
1,17,all,solve,,,C1L17-solve.jpg,class1/images/C1L17-solve.jpg
1,17,all,discover,,,C1L17-discover.jpg,class1/images/C1L17-discover.jpg
1,17,all,invest,,,C1L17-invest.jpg,class1/images/C1L17-invest.jpg
1,17,all,agree,,,C1L17-agree.jpg,class1/images/C1L17-agree.jpg
1,17,all,collect,,,C1L17-collect.jpg,class1/images/C1L17-collect.jpg
1,17,all,experience,,,C1L17-experience.jpg,class1/images/C1L17-experience.jpg
1,17,all,propose to,,,C1L17-propose-to.jpg,class1/images/C1L17-propose-to.jpg
1,17,all,take part in,,,C1L17-take-part-in.jpg,class1/images/C1L17-take-part-in.jpg
1,17,all,apply for a job,,,C1L17-apply-for-a-job.jpg,class1/images/C1L17-apply-for-a-job.jpg
1,17,all,stay in touch,,,C1L17-stay-in-touch.jpg,class1/images/C1L17-stay-in-touch.jpg
1,17,all,give someone a hand,,,C1L17-give-someone-a-hand.jpg,class1/images/C1L17-give-someone-a-hand.jpg
2,18,all,jealous,,,C2L18-jealous.jpg,class2/images/C2L18-jealous.jpg
2,18,all,confident,,,C2L18-confident.jpg,class2/images/C2L18-confident.jpg
2,18,all,curious,,,C2L18-curious.jpg,class2/images/C2L18-curious.jpg
2,18,all,happy,,,C2L18-happy.jpg,class2/images/C2L18-happy.jpg
2,18,all,blessed,,,C2L18-blessed.jpg,class2/images/C2L18-blessed.jpg
2,18,all,glad,,,C2L18-glad.jpg,class2/images/C2L18-glad.jpg
2,18,all,tired,,,C2L18-tired.jpg,class2/images/C2L18-tired.jpg
2,18,all,surprised,,,C2L18-surprised.jpg,class2/images/C2L18-surprised.jpg
2,18,all,depressed,,,C2L18-depressed.jpg,class2/images/C2L18-depressed.jpg
2,18,all,hopeful,,,C2L18-hopeful.jpg,class2/images/C2L18-hopeful.jpg
2,18,all,cheerful,,,C2L18-cheerful.jpg,class2/images/C2L18-cheerful.jpg
2,18,all,peaceful,,,C2L18-peaceful.jpg,class2/images/C2L18-peaceful.jpg
2,18,all,calm,,,C2L18-calm.jpg,class2/images/C2L18-calm.jpg
2,18,all,angry,,,C2L18-angry.jpg,class2/images/C2L18-angry.jpg
2,18,all,bored,,,C2L18-bored.jpg,class2/images/C2L18-bored.jpg
2,18,all,cautious,,,C2L18-cautious.jpg,class2/images/C2L18-cautious.jpg
2,18,all,frustrated,,,C2L18-frustrated.jpg,class2/images/C2L18-frustrated.jpg
2,18,all,shocked,,,C2L18-shocked.jpg,class2/images/C2L18-shocked.jpg
2,18,all,disappointed,,,C2L18-disappointed.jpg,class2/images/C2L18-disappointed.jpg
2,18,all,annoyed,,,C2L18-annoyed.jpg,class2/images/C2L18-annoyed.jpg
2,18,all,pissed off,,,C2L18-pissed-off.jpg,class2/images/C2L18-pissed-off.jpg
2,18,all,lonely,,,C2L18-lonely.jpg,class2/images/C2L18-lonely.jpg
2,18,all,neutral,,,C2L18-neutral.jpg,class2/images/C2L18-neutral.jpg
2,18,all,frightened,,,C2L18-frightened.jpg,class2/images/C2L18-frightened.jpg
2,18,all,guilty,,,C2L18-guilty.jpg,class2/images/C2L18-guilty.jpg
2,18,all,ashamed,,,C2L18-ashamed.jpg,class2/images/C2L18-ashamed.jpg
2,18,all,hysterical,,,C2L18-hysterical.jpg,class2/images/C2L18-hysterical.jpg
2,18,all,sad - downhearted,,,C2L18-sad-downhearted.jpg,class2/images/C2L18-sad-downhearted.jpg
2,18,all,depressed,,,C2L18-depressed.jpg,class2/images/C2L18-depressed.jpg
2,18,all,scared,,,C2L18-scared.jpg,class2/images/C2L18-scared.jpg
2,18,all,satisfied,,,C2L18-satisfied.jpg,class2/images/C2L18-satisfied.jpg
2,18,all,excited,,,C2L18-excited.jpg,class2/images/C2L18-excited.jpg
2,18,all,embarrassed,,,C2L18-embarrassed.jpg,class2/images/C2L18-embarrassed.jpg
2,18,all,mad,,,C2L18-mad.jpg,class2/images/C2L18-mad.jpg
2,18,all,worried,,,C2L18-worried.jpg,class2/images/C2L18-worried.jpg
2,18,all,exhausted,,,C2L18-exhausted.jpg,class2/images/C2L18-exhausted.jpg
2,18,all,confused,,,C2L18-confused.jpg,class2/images/C2L18-confused.jpg
2,18,all,shy,,,C2L18-shy.jpg,class2/images/C2L18-shy.jpg
2,18,all,disgusted,,,C2L18-disgusted.jpg,class2/images/C2L18-disgusted.jpg
2,18,all,anxious,,,C2L18-anxious.jpg,class2/images/C2L18-anxious.jpg
2,18,all,empty,,,C2L18-empty.jpg,class2/images/C2L18-empty.jpg
2,18,all,lost,,,C2L18-lost.jpg,class2/images/C2L18-lost.jpg
2,18,all,relieved,,,C2L18-relieved.jpg,class2/images/C2L18-relieved.jpg
1,18,bedroom,Bed,,,C1L18-Bed.jpg,class1/images/C1L18-Bed.jpg
1,18,bedroom,Picture,,,C1L18-Picture.jpg,class1/images/C1L18-Picture.jpg
1,18,bedroom,Flower vase,,,C1L18-Flower-vase.jpg,class1/images/C1L18-Flower-vase.jpg
1,18,bedroom,Shelf,,,C1L18-Shelf.jpg,class1/images/C1L18-Shelf.jpg
1,18,bedroom,Lamp,,,C1L18-Lamp.jpg,class1/images/C1L18-Lamp.jpg
1,18,bedroom,Pillow,,,C1L18-Pillow.jpg,class1/images/C1L18-Pillow.jpg
1,18,bedroom,Blanket,,,C1L18-Blanket.jpg,class1/images/C1L18-Blanket.jpg
1,18,bedroom,Alarm clock,,,C1L18-Alarm-clock.jpg,class1/images/C1L18-Alarm-clock.jpg
1,18,bedroom,Dresser,,,C1L18-Dresser.jpg,class1/images/C1L18-Dresser.jpg
1,18,bedroom,Teddy bear,,,C1L18-Teddy-bear.jpg,class1/images/C1L18-Teddy-bear.jpg
1,18,bathroom,Curtain,,,C1L18-Curtain.jpg,class1/images/C1L18-Curtain.jpg
1,18,bathroom,Window,,,C1L18-Window.jpg,class1/images/C1L18-Window.jpg
1,18,bathroom,Faucet,,,C1L18-Faucet.jpg,class1/images/C1L18-Faucet.jpg
1,18,bathroom,Bathtub,,,C1L18-Bathtub.jpg,class1/images/C1L18-Bathtub.jpg
1,18,bathroom,Sink,,,C1L18-Sink.jpg,class1/images/C1L18-Sink.jpg
1,18,bathroom,Towel,,,C1L18-Towel.jpg,class1/images/C1L18-Towel.jpg
1,18,bathroom,Mirror,,,C1L18-Mirror.jpg,class1/images/C1L18-Mirror.jpg
1,18,bathroom,Towel rack,,,C1L18-Towel-rack.jpg,class1/images/C1L18-Towel-rack.jpg
1,18,bathroom,Toilet,,,C1L18-Toilet.jpg,class1/images/C1L18-Toilet.jpg
1,18,bathroom,Toilet paper,,,C1L18-Toilet-paper.jpg,class1/images/C1L18-Toilet-paper.jpg
1,18,bathroom,Shampoo,,,C1L18-Shampoo.jpg,class1/images/C1L18-Shampoo.jpg
1,18,bathroom,Soap,,,C1L18-Soap.jpg,class1/images/C1L18-Soap.jpg
1,18,bathroom,Toothbrush,,,C1L18-Toothbrush.jpg,class1/images/C1L18-Toothbrush.jpg
1,18,bathroom,Toothpaste,,,C1L18-Toothpaste.jpg,class1/images/C1L18-Toothpaste.jpg
1,18,kitchen,Pan,,,C1L18-Pan.jpg,class1/images/C1L18-Pan.jpg
1,18,kitchen,Pot,,,C1L18-Pot.jpg,class1/images/C1L18-Pot.jpg
1,18,kitchen,Cooker,,,C1L18-Cooker.jpg,class1/images/C1L18-Cooker.jpg
1,18,kitchen,Cupboard,,,C1L18-Cupboard.jpg,class1/images/C1L18-Cupboard.jpg
1,18,kitchen,Cutting board,,,C1L18-Cutting-board.jpg,class1/images/C1L18-Cutting-board.jpg
1,18,kitchen,Knife,,,C1L18-Knife.jpg,class1/images/C1L18-Knife.jpg
1,18,kitchen,Blender,,,C1L18-Blender.jpg,class1/images/C1L18-Blender.jpg
1,18,kitchen,Sink,,,C1L18-Sink.jpg,class1/images/C1L18-Sink.jpg
1,18,kitchen,Dishwasher,,,C1L18-Dishwasher.jpg,class1/images/C1L18-Dishwasher.jpg
1,18,kitchen,Freezer,,,C1L18-Freezer.jpg,class1/images/C1L18-Freezer.jpg
1,18,kitchen,Fridge,,,C1L18-Fridge.jpg,class1/images/C1L18-Fridge.jpg
1,18,kitchen,Microwave,,,C1L18-Microwave.jpg,class1/images/C1L18-Microwave.jpg
1,18,kitchen,Oven,,,C1L18-Oven.jpg,class1/images/C1L18-Oven.jpg
1,18,livingroom,Chair,,,C1L18-Chair.jpg,class1/images/C1L18-Chair.jpg
1,18,livingroom,Armchair,,,C1L18-Armchair.jpg,class1/images/C1L18-Armchair.jpg
1,18,livingroom,Rocking chair,,,C1L18-Rocking-chair.jpg,class1/images/C1L18-Rocking-chair.jpg
1,18,livingroom,Stool,,,C1L18-Stool.jpg,class1/images/C1L18-Stool.jpg
1,18,livingroom,Book,,,C1L18-Book.jpg,class1/images/C1L18-Book.jpg
1,18,livingroom,Couch,,,C1L18-Couch.jpg,class1/images/C1L18-Couch.jpg
1,18,livingroom,Sofa,,,C1L18-Sofa.jpg,class1/images/C1L18-Sofa.jpg
1,18,livingroom,Cushion,,,C1L18-Cushion.jpg,class1/images/C1L18-Cushion.jpg
1,18,livingroom,Fireplace,,,C1L18-Fireplace.jpg,class1/images/C1L18-Fireplace.jpg
1,18,livingroom,Coffee table,,,C1L18-Coffee-table.jpg,class1/images/C1L18-Coffee-table.jpg
1,18,livingroom,Rug,,,C1L18-Rug.jpg,class1/images/C1L18-Rug.jpg
